InputIndex,Address to Validate,LOCALITY,Primary Address,Locality,Postcode,Local Government Name,LotNumber,PlanNumber,Longitude,Latitude,GeocodeType,Confidence,FullAddress,Complex-Building Name,Comment
2356,8 Bronzewing ave,BUDERIM,8 BRONZEWING AV,BUDERIM,4556,SUNSHINE COAST REGIONAL,51,RP95875,153.09042776,-26.68298835,PC,100,8 BRONZEWING AV  BUDERIM QLD 4556,, 
2357,3 Alexandra ave,NAMBOUR,3 ALEXANDRA AV,NAMBOUR,4560,SUNSHINE COAST REGIONAL,19,RP92319,152.95273161,-26.61782967,PC,100,3 ALEXANDRA AV  NAMBOUR QLD 4560,, 
2362,32 Lear Jet dr,CABOOLTURE,32 LEAR JET DR,CABOOLTURE,4510,MORETON BAY REGIONAL,36,SP129698,152.97772706,-27.08073843,PC,100,32 LEAR JET DR  CABOOLTURE QLD 4510,, 
2366,91 Mclennan st,WOODY POINT,91 MCLENNAN ST,WOODY POINT,4019,MORETON BAY REGIONAL,23,RP45835,153.09671639,-27.24962829,PC,100,91 MCLENNAN ST  WOODY POINT QLD 4019,, 
2367,2 Selina ct,DECEPTION BAY,2 SELINA CT,DECEPTION BAY,4508,MORETON BAY REGIONAL,18,RP214512,153.03268223,-27.20221137,PC,100,2 SELINA CT  DECEPTION BAY QLD 4508,, 
2368,34 Awesome pde,GRIFFIN,34 AWESOME PDE,GRIFFIN,4503,MORETON BAY REGIONAL,236,SP304591,153.01995974,-27.27507167,PC,100,34 AWESOME PDE  GRIFFIN QLD 4503,, 
2370,1 Buckley rd,SCARBOROUGH,1 BUCKLEY RD,SCARBOROUGH,4020,MORETON BAY REGIONAL,2,RP119022,153.10667286,-27.19877513,PC,100,1 BUCKLEY RD  SCARBOROUGH QLD 4020,, 
2371,8 Paperbark st,ROTHWELL,8 PAPERBARK ST,ROTHWELL,4022,MORETON BAY REGIONAL,130,SP306290,153.05012584,-27.2110659,PC,100,8 PAPERBARK ST  ROTHWELL QLD 4022,, 
2374,112 Morna st,NEWPORT,112 MORNA ST,NEWPORT,4020,MORETON BAY REGIONAL,1111,SP292621,153.08120368,-27.21387729,PC,100,112 MORNA ST  NEWPORT QLD 4020,, 
2375,46 Osborne ter,DECEPTION BAY,46 OSBORNE TCE,DECEPTION BAY,4508,MORETON BAY REGIONAL,369,RP30504,153.02863814,-27.1887535,PC,97,46 OSBORNE TCE  DECEPTION BAY QLD 4508,, 
2376,7 Sefton ct,NORTH LAKES,7 SEFTON CT,NORTH LAKES,4509,MORETON BAY REGIONAL,247,SP125637,153.01688123,-27.23328961,PC,100,7 SEFTON CT  NORTH LAKES QLD 4509,, 
2377,8 Reliance ct,NEWPORT,8 RELIANCE CT,NEWPORT,4020,MORETON BAY REGIONAL,72,RP226907,153.1011465,-27.20931539,PC,100,8 RELIANCE CT  NEWPORT QLD 4020,, 
2378,10 Livermore st,REDCLIFFE,10 LIVERMORE ST,REDCLIFFE,4020,MORETON BAY REGIONAL,204,RP30420,153.10249169,-27.23142108,PC,100,10 LIVERMORE ST  REDCLIFFE QLD 4020,, 
2379,5 Tyler pl,DECEPTION BAY,5 TYLER PL,DECEPTION BAY,4508,MORETON BAY REGIONAL,5,SP171316,153.01534853,-27.1879147,PC,100,5 TYLER PL  DECEPTION BAY QLD 4508,, 
2380,84 Shoreview blvd,GRIFFIN,84 SHOREVIEW BVD,GRIFFIN,4503,MORETON BAY REGIONAL,114,SP306472,153.02743334,-27.27882996,PC,94,84 SHOREVIEW BVD  GRIFFIN QLD 4503,, 
2381,22 Newport dr,NEWPORT,22 NEWPORT DR,NEWPORT,4020,MORETON BAY REGIONAL,4,RP157702,153.09957218,-27.20580334,PC,100,22 NEWPORT DR  NEWPORT QLD 4020,, 
2382,22A Dunbar st,MARGATE,22A DUNBAR ST,MARGATE,4019,MORETON BAY REGIONAL,127,RP30306,153.10441403,-27.24689962,PC,100,22A DUNBAR ST  MARGATE QLD 4019,, 
2383,37 Raintree st,KIPPA-RING,37 RAINTREE ST,KIPPA-RING,4021,MORETON BAY REGIONAL,258,RP185883,153.0783954,-27.23218399,PC,100,37 RAINTREE ST  KIPPA-RING QLD 4021,, 
2384,27 Condor st,NEWPORT,27 CONDOR ST,NEWPORT,4020,MORETON BAY REGIONAL,2333,SP306348,153.0845044,-27.21364108,PC,100,27 CONDOR ST  NEWPORT QLD 4020,, 
2385,1 Heathland st,BANKSIA BEACH,1-41 HEATHLAND ST,BANKSIA BEACH,4507,MORETON BAY REGIONAL,801,SP189020,153.1427124,-27.0279039,PC,98,1-41 HEATHLAND ST  BANKSIA BEACH QLD 4507,(GOLF COURSE), 
2386,73 Fleet st,BURPENGARY EAST,73 FLEET ST,BURPENGARY EAST,4505,MORETON BAY REGIONAL,902,RP858818,153.01127078,-27.13627467,PC,100,73 FLEET ST  BURPENGARY EAST QLD 4505,, 
2388,22 William rd,BURPENGARY,22 WILLIAM RD,BURPENGARY,4505,MORETON BAY REGIONAL,5,RP197145,152.94594476,-27.1496159,PC,100,22 WILLIAM RD  BURPENGARY QLD 4505,, 
2389,206 Bruce Highway Eastern Service rd,BURPENGARY EAST,206 BRUCE HIGHWAY EASTERN SERVICE RD,BURPENGARY EAST,4505,MORETON BAY REGIONAL,4,RP202032,152.9794165,-27.16061357,PC,100,206 BRUCE HIGHWAY EASTERN SERVICE RD  BURPENGARY EAST QLD 4505,, 
2390,8 Boronia dr,BELLARA,8 BORONIA DR,BELLARA,4507,MORETON BAY REGIONAL,384,RP94224,153.13949434,-27.05791288,PC,100,8 BORONIA DR  BELLARA QLD 4507,, 
2391,38 Pylara cres,FERNY HILLS,38 PYLARA CR,FERNY HILLS,4055,MORETON BAY REGIONAL,221,RP105933,152.93321873,-27.3941761,PC,100,38 PYLARA CR  FERNY HILLS QLD 4055,, 
2392,5 Wilga st,NORTH LAKES,5 WILGA ST,NORTH LAKES,4509,MORETON BAY REGIONAL,256,SP172651,153.0268954,-27.2156322,PC,100,5 WILGA ST  NORTH LAKES QLD 4509,, 
2393,10 Evergreen pde,GRIFFIN,10 EVERGREEN PDE,GRIFFIN,4503,MORETON BAY REGIONAL,295,SP161321,153.02004062,-27.26330547,PC,100,10 EVERGREEN PDE  GRIFFIN QLD 4503,, 
2394,1 Ewan st,MARGATE,1 EWAN ST,MARGATE,4019,MORETON BAY REGIONAL,247,RP30336,153.10640698,-27.24285912,PC,100,1 EWAN ST  MARGATE QLD 4019,, 
2395,19 Stratford st,KIPPA-RING,19 STRATFORD ST,KIPPA-RING,4021,MORETON BAY REGIONAL,15,RP135989,153.08318172,-27.23352627,PC,100,19 STRATFORD ST  KIPPA-RING QLD 4021,, 
2396,61 Casuarina dr,LITTLE MOUNTAIN,61 CASUARINA DR,LITTLE MOUNTAIN,4551,SUNSHINE COAST REGIONAL,180,RP175147,153.07857567,-26.79216504,PC,100,61 CASUARINA DR  LITTLE MOUNTAIN QLD 4551,, 
2397,72 Queen st,CALOUNDRA,72 QUEEN ST,CALOUNDRA,4551,SUNSHINE COAST REGIONAL,9,C27628,153.12911411,-26.79425388,PC,100,72 QUEEN ST  CALOUNDRA QLD 4551,, 
2398,20 Hamilton clos,MOOLOOLAH VALLEY,20 HAMILTON CL,MOOLOOLAH VALLEY,4553,SUNSHINE COAST REGIONAL,3,RP195755,152.97785899,-26.76119522,PC,97,20 HAMILTON CL  MOOLOOLAH VALLEY QLD 4553,, 
2399,5 Undanbi pl,PELICAN WATERS,5 UNDANBI PL,PELICAN WATERS,4551,SUNSHINE COAST REGIONAL,185,SP147398,153.10004185,-26.83195652,PC,100,5 UNDANBI PL  PELICAN WATERS QLD 4551,, 
2401,16 Maryann st,GOLDEN BEACH,16 MARYANN ST,GOLDEN BEACH,4551,SUNSHINE COAST REGIONAL,41,RP161047,153.11413919,-26.83802056,PC,100,16 MARYANN ST  GOLDEN BEACH QLD 4551,, 
2404,36 Glenlyon ct,ALBANY CREEK,36 GLENLYON CT,ALBANY CREEK,4035,MORETON BAY REGIONAL,29,RP881792,152.9553376,-27.35403872,PC,100,36 GLENLYON CT  ALBANY CREEK QLD 4035,, 
2406,55 Peter st,STRATHPINE,55 PETER ST,STRATHPINE,4500,MORETON BAY REGIONAL,420,RP113614,152.99449635,-27.2996394,PC,100,55 PETER ST  STRATHPINE QLD 4500,, 
2407,17 Glenlyon ct,ALBANY CREEK,17 GLENLYON CT,ALBANY CREEK,4035,MORETON BAY REGIONAL,33,RP881792,152.95566893,-27.35373694,PC,100,17 GLENLYON CT  ALBANY CREEK QLD 4035,, 
2408,12 Pertaka st,BUDERIM,12 PERTAKA ST,BUDERIM,4556,SUNSHINE COAST REGIONAL,178,RP139443,153.06730041,-26.67786453,PC,100,12 PERTAKA ST  BUDERIM QLD 4556,, 
2409,99 Perry rd,IMAGE FLAT,57 PERRY RD,IMAGE FLAT,4560,SUNSHINE COAST REGIONAL,16,SP156658,152.93344817,-26.607053,PC,98,57 PERRY RD  IMAGE FLAT QLD 4560,, 
2410,187 School rd,KALLANGUR,187 SCHOOL RD,KALLANGUR,4503,MORETON BAY REGIONAL,14,RP75352,152.99330907,-27.2445479,PC,100,187 SCHOOL RD  KALLANGUR QLD 4503,, 
2411,22 Grove ave,ARANA HILLS,22 GROVE AV,ARANA HILLS,4054,MORETON BAY REGIONAL,6,RP99792,152.95767471,-27.39905117,PC,100,22 GROVE AV  ARANA HILLS QLD 4054,, 
2412,93 Minto cres,ARANA HILLS,93 MINTO CR,ARANA HILLS,4054,MORETON BAY REGIONAL,59,RP92139,152.95698944,-27.39209458,PC,100,93 MINTO CR  ARANA HILLS QLD 4054,, 
2413,16 Wingara grv,FERNY HILLS,16 WINGARA GR,FERNY HILLS,4055,MORETON BAY REGIONAL,124,RP118831,152.94481307,-27.3938519,PC,97,16 WINGARA GR  FERNY HILLS QLD 4055,, 
2414,17 Longreef ct,ALBANY CREEK,17 LONGREEF CT,ALBANY CREEK,4035,MORETON BAY REGIONAL,231,RP857059,152.96262416,-27.36016807,PC,100,17 LONGREEF CT  ALBANY CREEK QLD 4035,, 
2415,35 Windemere rd,ALBANY CREEK,35 WINDEMERE RD,ALBANY CREEK,4035,MORETON BAY REGIONAL,27,RP135929,152.97755412,-27.35225324,PC,100,35 WINDEMERE RD  ALBANY CREEK QLD 4035,, 
2416,16 Hooper cres,TEWANTIN,16 HOOPER CR,TEWANTIN,4565,NOOSA SHIRE,88,RP225137,153.02948701,-26.39792996,PC,100,16 HOOPER CR  TEWANTIN QLD 4565,, 
2417,9 Hale st,MARGATE,9 HALE ST,MARGATE,4019,MORETON BAY REGIONAL,185,RP30336,153.10617448,-27.24189882,PC,100,9 HALE ST  MARGATE QLD 4019,, 
2418,28 Palatial cres,GRIFFIN,28 PALATIAL CR,GRIFFIN,4503,MORETON BAY REGIONAL,83,SP300999,153.02232875,-27.27578419,PC,100,28 PALATIAL CR  GRIFFIN QLD 4503,, 
2419,9 Birchgrove cres,KALLANGUR,9 BIRCHGROVE CR,KALLANGUR,4503,MORETON BAY REGIONAL,5,RP864101,152.97710998,-27.24074379,PC,100,9 BIRCHGROVE CR  KALLANGUR QLD 4503,, 
2420,27 Armstrong st,CLONTARF,27 ARMSTRONG ST,CLONTARF,4019,MORETON BAY REGIONAL,13,RP103262,153.09046377,-27.2399319,PC,100,27 ARMSTRONG ST  CLONTARF QLD 4019,, 
2421,18 Murrawong st,BELLARA,18 MURRAWONG ST,BELLARA,4507,MORETON BAY REGIONAL,227,RP95956,153.14992949,-27.0591348,PC,100,18 MURRAWONG ST  BELLARA QLD 4507,, 
2422,62 Dean st,BRAY PARK,62 DEAN ST,BRAY PARK,4500,MORETON BAY REGIONAL,53,RP195609,152.96150191,-27.28696421,PC,100,62 DEAN ST  BRAY PARK QLD 4500,, 
2424,85 Beeville rd,PETRIE,85 BEEVILLE RD,PETRIE,4502,MORETON BAY REGIONAL,25,RP90367,152.96284055,-27.25848257,PC,100,85 BEEVILLE RD  PETRIE QLD 4502,, 
2425,67 Moreton ter,BEACHMERE,67 MORETON TCE,BEACHMERE,4510,MORETON BAY REGIONAL,9,RP94316,153.0487795,-27.13470081,PC,97,67 MORETON TCE  BEACHMERE QLD 4510,, 
2426,75 Keong rd,ALBANY CREEK,75 KEONG RD,ALBANY CREEK,4035,MORETON BAY REGIONAL,253,RP140914,152.97594494,-27.3536365,PC,100,75 KEONG RD  ALBANY CREEK QLD 4035,, 
2427,40 Duffield rd,MARGATE,40 DUFFIELD RD,MARGATE,4019,MORETON BAY REGIONAL,2,RP63638,153.10735514,-27.24495637,PC,100,40 DUFFIELD RD  MARGATE QLD 4019,, 
2428,12 Endeavour st,DECEPTION BAY,9 BAYVIEW TCE,DECEPTION BAY,4508,MORETON BAY REGIONAL,126,SL9836,153.02831935,-27.18487066,PC,100,9 BAYVIEW TCE  DECEPTION BAY QLD 4508,(DECEPTION BAY LIBRARY), 
2429,28 Baynes st,MARGATE,28 BAYNES ST,MARGATE,4019,MORETON BAY REGIONAL,1,RP185729,153.10787369,-27.2435561,PC,100,28 BAYNES ST  MARGATE QLD 4019,, 
2432,6 Ivory st,CALOUNDRA WEST,6 IVORY ST,CALOUNDRA WEST,4551,SUNSHINE COAST REGIONAL,1191,SP281780,153.09497035,-26.80574657,PC,100,6 IVORY ST  CALOUNDRA WEST QLD 4551,, 
2433,17 Montgomery cres,GOLDEN BEACH,17 MONTGOMERY CR,GOLDEN BEACH,4551,SUNSHINE COAST REGIONAL,864,RP94508,153.11971489,-26.82871381,PC,100,17 MONTGOMERY CR  GOLDEN BEACH QLD 4551,, 
2434,30 Whitsunday dr,PACIFIC PARADISE,30 WHITSUNDAY DR,PACIFIC PARADISE,4564,SUNSHINE COAST REGIONAL,86,SP171084,153.07396087,-26.61660069,PC,100,30 WHITSUNDAY DR  PACIFIC PARADISE QLD 4564,, 
2435,16 Sir Joseph Banks dr,PELICAN WATERS,16 SIR JOSEPH BANKS DR,PELICAN WATERS,4551,SUNSHINE COAST REGIONAL,186,RP854591,153.11055157,-26.8286695,PC,100,16 SIR JOSEPH BANKS DR  PELICAN WATERS QLD 4551,, 
2436,39 Lawrence st,MOOLOOLABA,39 LAWRENCE ST,MOOLOOLABA,4557,SUNSHINE COAST REGIONAL,236,RP129674,153.1100946,-26.6799279,PC,100,39 LAWRENCE ST  MOOLOOLABA QLD 4557,, 
2437,9 Bauhinia ct,CURRIMUNDI,9 BAUHINIA CT,CURRIMUNDI,4551,SUNSHINE COAST REGIONAL,101,SP116921,153.11327448,-26.76363923,PC,100,9 BAUHINIA CT  CURRIMUNDI QLD 4551,, 
2438,16A Currawong cres,PEREGIAN BEACH,16A CURRAWONG CR,PEREGIAN BEACH,4573,NOOSA SHIRE,372,P93115,153.09449328,-26.47197533,PC,100,16A CURRAWONG CR  PEREGIAN BEACH QLD 4573,, 
2439,9 Hermosa st,MOUNTAIN CREEK,9 HERMOSA ST,MOUNTAIN CREEK,4557,SUNSHINE COAST REGIONAL,338,RP202699,153.10125634,-26.68893787,PC,100,9 HERMOSA ST  MOUNTAIN CREEK QLD 4557,, 
2441,12 Pheasant st,PARREARRA,12 PHEASANT ST,PARREARRA,4575,SUNSHINE COAST REGIONAL,208,B92953,153.12808983,-26.70875275,PC,100,12 PHEASANT ST  PARREARRA QLD 4575,, 
2444,55 Bulcock st,CALOUNDRA,55 BULCOCK ST,CALOUNDRA,4551,SUNSHINE COAST REGIONAL,2,RP806107,153.13198923,-26.80444592,PC,100,55 BULCOCK ST  CALOUNDRA QLD 4551,, 
2445,11 Morrison st,SIPPY DOWNS,11 MORRISON ST,SIPPY DOWNS,4556,SUNSHINE COAST REGIONAL,219,SP181308,153.07309413,-26.72715892,PC,100,11 MORRISON ST  SIPPY DOWNS QLD 4556,, 
2447,7 Tingara ct,TEWANTIN,7 TINGARA CT,TEWANTIN,4565,NOOSA SHIRE,18,SP103379,153.01469424,-26.37412168,PC,100,7 TINGARA CT  TEWANTIN QLD 4565,, 
2449,4A Kennedy rd,BLI BLI,4A KENNEDY RD,BLI BLI,4560,SUNSHINE COAST REGIONAL,37,RP136527,153.03685719,-26.61979353,PC,100,4A KENNEDY RD  BLI BLI QLD 4560,, 
2450,22 Kowree cres,MAROOCHYDORE,22 KOWREE CR,MAROOCHYDORE,4558,SUNSHINE COAST REGIONAL,57,RP137939,153.07290187,-26.65987985,PC,100,22 KOWREE CR  MAROOCHYDORE QLD 4558,, 
2451,53 Grandview dr,COOLUM BEACH,53 GRANDVIEW DR,COOLUM BEACH,4573,SUNSHINE COAST REGIONAL,99,RP89974,153.09208541,-26.53925958,PC,100,53 GRANDVIEW DR  COOLUM BEACH QLD 4573,, 
2452,2-4 Park st,COOLUM BEACH,SHOP 1 1788 DAVID LOW WAY,COOLUM BEACH,4573,SUNSHINE COAST REGIONAL,9,RP43008,153.09122605,-26.53061242,PC,100,SHOP 1 1788 DAVID LOW WAY  COOLUM BEACH QLD 4573,, 
2453,7 Camelia st,BOKARINA,7 CAMELIA ST,BOKARINA,4575,SUNSHINE COAST REGIONAL,111,B96014,153.1301069,-26.73875214,PC,100,7 CAMELIA ST  BOKARINA QLD 4575,, 
2456,60 Baanya st,WURTULLA,60 BAANYA ST,WURTULLA,4575,SUNSHINE COAST REGIONAL,610,W93247,153.11952609,-26.75667421,PC,100,60 BAANYA ST  WURTULLA QLD 4575,, 
2457,19 Thunderbird dr,BOKARINA,19 THUNDERBIRD DR,BOKARINA,4575,SUNSHINE COAST REGIONAL,33,B9608,153.12961288,-26.73594164,PC,100,19 THUNDERBIRD DR  BOKARINA QLD 4575,, 
2458,2 Beacon st,MORAYFIELD,2 BEACON ST,MORAYFIELD,4506,MORETON BAY REGIONAL,37,RP855080,152.93739174,-27.10300577,PC,100,2 BEACON ST  MORAYFIELD QLD 4506,, 
2459,8 Roys rd,LANDERS SHOOT,8 ROYS RD,LANDERS SHOOT,4555,SUNSHINE COAST REGIONAL,7,RP220535,152.93262897,-26.70890083,PC,100,8 ROYS RD  LANDERS SHOOT QLD 4555,, 
2460,34 Boneham ave,COOLUM BEACH,34 BONEHAM AV,COOLUM BEACH,4573,SUNSHINE COAST REGIONAL,10,SP155483,153.08451045,-26.54443048,PC,100,34 BONEHAM AV  COOLUM BEACH QLD 4573,, 
2461,8 Vaughan ave,MAROOCHYDORE,8 VAUGHAN AV,MAROOCHYDORE,4558,SUNSHINE COAST REGIONAL,2,RP132404,153.07812434,-26.6553571,PC,100,8 VAUGHAN AV  MAROOCHYDORE QLD 4558,, 
2462,11 Lakeside cres,MANGO HILL,11 LAKESIDE CR,MANGO HILL,4509,MORETON BAY REGIONAL,1371,SP290274,153.03960259,-27.2339182,PC,100,11 LAKESIDE CR  MANGO HILL QLD 4509,, 
2463,42 Mineral Sizer ct,NARANGBA,42 MINERAL SIZER CT,NARANGBA,4504,MORETON BAY REGIONAL,19,SP311622,152.99176782,-27.20779715,PC,100,42 MINERAL SIZER CT  NARANGBA QLD 4504,, 
2464,93 Alice st,DONNYBROOK,93 ALICE ST,DONNYBROOK,4510,MORETON BAY REGIONAL,4,RP180664,153.06641976,-27.00596744,PC,100,93 ALICE ST  DONNYBROOK QLD 4510,, 
2465,81 Osborne ter,DECEPTION BAY,81 OSBORNE TCE,DECEPTION BAY,4508,MORETON BAY REGIONAL,14,RP152407,153.0265065,-27.18803817,PC,97,81 OSBORNE TCE  DECEPTION BAY QLD 4508,, 
2466,31 Osborne ter,DECEPTION BAY,31 OSBORNE TCE,DECEPTION BAY,4508,MORETON BAY REGIONAL,1,RP189210,153.02973026,-27.18840156,PC,97,31 OSBORNE TCE  DECEPTION BAY QLD 4508,, 
2468,43 Windsor pl,DECEPTION BAY,43 WINDSOR PL,DECEPTION BAY,4508,MORETON BAY REGIONAL,510,RP30504,153.02921139,-27.1892952,PC,100,43 WINDSOR PL  DECEPTION BAY QLD 4508,, 
2469,11 Calder st,NORTH LAKES,11 CALDER ST,NORTH LAKES,4509,MORETON BAY REGIONAL,165,SP206783,153.00493409,-27.22435314,PC,100,11 CALDER ST  NORTH LAKES QLD 4509,, 
2471,10 Balmoral pl,DECEPTION BAY,10 BALMORAL PL,DECEPTION BAY,4508,MORETON BAY REGIONAL,590,RP30504,153.03054666,-27.18815243,PC,100,10 BALMORAL PL  DECEPTION BAY QLD 4508,, 
2473,39 Union st,DECEPTION BAY,39 UNION ST,DECEPTION BAY,4508,MORETON BAY REGIONAL,172,RP30504,153.02648087,-27.18959592,PC,100,39 UNION ST  DECEPTION BAY QLD 4508,, 
2475,13 Jewellan dr,DECEPTION BAY,13 JEWELLAN DR,DECEPTION BAY,4508,MORETON BAY REGIONAL,7,RP150858,153.02269395,-27.18842689,PC,100,13 JEWELLAN DR  DECEPTION BAY QLD 4508,, 
2476,13 Noellan dr,DECEPTION BAY,13 NOELLAN DR,DECEPTION BAY,4508,MORETON BAY REGIONAL,101,RP150859,153.02285473,-27.18767332,PC,100,13 NOELLAN DR  DECEPTION BAY QLD 4508,, 
2478,12 Flame Tree dr,TEWANTIN,12 FLAME TREE DR,TEWANTIN,4565,NOOSA SHIRE,11,SP100812,153.03020775,-26.38304999,PC,100,12 FLAME TREE DR  TEWANTIN QLD 4565,, 
2479,45A Pavilion st,POMONA,45A PAVILION ST,POMONA,4568,NOOSA SHIRE,4,SP179876,152.85742416,-26.35565735,PC,100,45A PAVILION ST  POMONA QLD 4568,, 
2482,15 Whistler pl,BEERWAH,15 WHISTLER PL,BEERWAH,4519,SUNSHINE COAST REGIONAL,126,SP211700,152.95178088,-26.86555136,PC,100,15 WHISTLER PL  BEERWAH QLD 4519,, 
2483,34-38 Bottlebrush ave,NOOSA HEADS,34-38 BOTTLEBRUSH AV,NOOSA HEADS,4567,NOOSA SHIRE,3,RP894087,153.09174778,-26.39743768,PC,100,34-38 BOTTLEBRUSH AV  NOOSA HEADS QLD 4567,(CARPARK), 
2487,5 Wildfire ct,NEWPORT,5 WILDFIRE CT,NEWPORT,4020,MORETON BAY REGIONAL,78,SP125211,153.08941778,-27.21319211,PC,100,5 WILDFIRE CT  NEWPORT QLD 4020,, 
2488,44 Windsor pl,DECEPTION BAY,44 WINDSOR PL,DECEPTION BAY,4508,MORETON BAY REGIONAL,479,RP30504,153.02903081,-27.18972948,PC,100,44 WINDSOR PL  DECEPTION BAY QLD 4508,, 
2490,6 Miller st,DECEPTION BAY,6 MILLER ST,DECEPTION BAY,4508,MORETON BAY REGIONAL,18,RP152270,153.02412964,-27.1824635,PC,100,6 MILLER ST  DECEPTION BAY QLD 4508,, 
2491,44 Yathong ct,ARANA HILLS,44 YATHONG CT,ARANA HILLS,4054,MORETON BAY REGIONAL,13,RP803762,152.94901389,-27.38956262,PC,100,44 YATHONG CT  ARANA HILLS QLD 4054,, 
2492,14 Houghton st,PETRIE,14 HOUGHTON ST,PETRIE,4502,MORETON BAY REGIONAL,4,RP92605,152.97308528,-27.27137972,PC,100,14 HOUGHTON ST  PETRIE QLD 4502,, 
2494,1 Manley st,REDCLIFFE,1 MANLEY ST,REDCLIFFE,4020,MORETON BAY REGIONAL,21,RP4361,153.11105806,-27.22978748,PC,100,1 MANLEY ST  REDCLIFFE QLD 4020,, 
2495,4 Leandi dr,DECEPTION BAY,4 LEANDI DR,DECEPTION BAY,4508,MORETON BAY REGIONAL,6,RP140639,153.02476197,-27.18519916,PC,100,4 LEANDI DR  DECEPTION BAY QLD 4508,, 
2498,8 Wollumbin pl,NARANGBA,8 WOLLUMBIN PL,NARANGBA,4504,MORETON BAY REGIONAL,52,RP855393,152.95200706,-27.19520909,PC,100,8 WOLLUMBIN PL  NARANGBA QLD 4504,, 
2499,27 Mckee cres,MANGO HILL,27 MCKEE CR,MANGO HILL,4509,MORETON BAY REGIONAL,64,SP260937,153.03832892,-27.22856349,PC,100,27 MCKEE CR  MANGO HILL QLD 4509,, 
2500,7 Duffield rd,MARGATE,7 DUFFIELD RD,MARGATE,4019,MORETON BAY REGIONAL,2,RP3405,153.10992257,-27.24588586,PC,100,7 DUFFIELD RD  MARGATE QLD 4019,, 
2501,20 Tuckeroo st,ROTHWELL,20 TUCKEROO ST,ROTHWELL,4022,MORETON BAY REGIONAL,91,SP110557,153.06164786,-27.21357764,PC,100,20 TUCKEROO ST  ROTHWELL QLD 4022,, 
2502,11 Cascade dr,YANDINA,11 CASCADE DR,YANDINA,4561,SUNSHINE COAST REGIONAL,29,RP228261,152.95734671,-26.56646787,PC,100,11 CASCADE DR  YANDINA QLD 4561,, 
2503,8 Lutana ct,BUDERIM,8 LUTANA CT,BUDERIM,4556,SUNSHINE COAST REGIONAL,105,RP201153,153.03977226,-26.67138612,PC,100,8 LUTANA CT  BUDERIM QLD 4556,, 
2504,177 Nicklin way (6),WARANA,177 NICKLIN WAY,WARANA,4575,SUNSHINE COAST REGIONAL,344,W95525,153.13005396,-26.71885866,PC,94,177 NICKLIN WAY  WARANA QLD 4575,, 
2505,72 Omrah ave,CALOUNDRA,72 OMRAH AV,CALOUNDRA,4551,SUNSHINE COAST REGIONAL,169,RP8424,153.12712283,-26.80372804,PC,100,72 OMRAH AV  CALOUNDRA QLD 4551,, 
2506,3 Park st,CALOUNDRA,3 PARK ST,CALOUNDRA,4551,SUNSHINE COAST REGIONAL,122,RP56889,153.13052226,-26.80090594,PC,100,3 PARK ST  CALOUNDRA QLD 4551,, 
2507,40 Omrah ave,CALOUNDRA,40 OMRAH AV,CALOUNDRA,4551,SUNSHINE COAST REGIONAL,6,RP168061,153.12926167,-26.80378451,PC,100,40 OMRAH AV  CALOUNDRA QLD 4551,, 
2508,7 Park st,CALOUNDRA,7 PARK ST,CALOUNDRA,4551,SUNSHINE COAST REGIONAL,124,RP56889,153.13021784,-26.80090179,PC,100,7 PARK ST  CALOUNDRA QLD 4551,, 
2512,8 Hickory dr,NARANGBA,8 HICKORY DR,NARANGBA,4504,MORETON BAY REGIONAL,134,RP852367,152.94344778,-27.18815055,PC,100,8 HICKORY DR  NARANGBA QLD 4504,, 
2513,5 Farm ct,REDCLIFFE,5 FARM CT,REDCLIFFE,4020,MORETON BAY REGIONAL,8,RP148788,153.09805755,-27.22778841,PC,100,5 FARM CT  REDCLIFFE QLD 4020,, 
2514,27 Hedge st,STRATHPINE,27 HEDGE ST,STRATHPINE,4500,MORETON BAY REGIONAL,6,RP92744,152.9843176,-27.30468372,PC,100,27 HEDGE ST  STRATHPINE QLD 4500,, 
2515,47 Kent st,KALLANGUR,47 KENT ST,KALLANGUR,4503,MORETON BAY REGIONAL,79,RP30264,152.99816409,-27.24480499,PC,100,47 KENT ST  KALLANGUR QLD 4503,, 
2516,26 Kent st,KALLANGUR,26 KENT ST,KALLANGUR,4503,MORETON BAY REGIONAL,131,RP30264,152.99840263,-27.24690983,PC,100,26 KENT ST  KALLANGUR QLD 4503,, 
2517,18 Crestbrook dr,MORAYFIELD,18 CRESTBROOK DR,MORAYFIELD,4506,MORETON BAY REGIONAL,260,RP846467,152.92952905,-27.10440459,PC,100,18 CRESTBROOK DR  MORAYFIELD QLD 4506,, 
2518,59 Brisbane cres,DECEPTION BAY,59 BRISBANE CR,DECEPTION BAY,4508,MORETON BAY REGIONAL,7,SP263038,153.02719296,-27.19704866,PC,100,59 BRISBANE CR  DECEPTION BAY QLD 4508,, 
2519,31 Gallipoli ct,CABOOLTURE SOUTH,31 GALLIPOLI CT,CABOOLTURE SOUTH,4510,MORETON BAY REGIONAL,900,SP158651,152.93603048,-27.09875535,PC,100,31 GALLIPOLI CT  CABOOLTURE SOUTH QLD 4510,, 
2520,59 Mckean st,CABOOLTURE,59 MCKEAN ST,CABOOLTURE,4510,MORETON BAY REGIONAL,3,RP197791,152.95792989,-27.07911531,PC,100,59 MCKEAN ST  CABOOLTURE QLD 4510,, 
